title,description,views,likes,dislikes,comments,tags
High Performance Sport montage,"The University of Exeter's High Performance Programme organises and manages specific focus Sports where the infrastructure is in place to produce outstanding results in BUCS competitions.

There are currently around 350 athletes across 10 sports on the High Performance Programme. Sports scholarships are, in the main, awarded to athletes who participate in these high performance sports. For more information see www.exeter.ac.uk/sport/studentsport/performancesport/",1285,0,0,0,"sport,high performance sport,university,university of exeter,exeter,Performance Sports sports,golf,tennis,cricket,badminton,dodgeball,rugby,netball,siling,strength and conditioning"
High Performance Hockey,"The University of Exeter's High Performance Programme organises and manages specific focus Sports where the infrastructure is in place to produce outstanding results in BUCS competitions.

There are currently around 350 athletes across 10 sports on the High Performance Programme. Sports scholarships are, in the main, awarded to athletes who participate in these high performance sports. For more information see www.exeter.ac.uk/sport/studentsport/performancesport/",1255,0,0,0,"sport,high performance sport,university,university of exeter,exeter,Performance Sports sports"
High Performance Golf,"The University of Exeter's High Performance Programme organises and manages specific focus Sports where the infrastructure is in place to produce outstanding results in BUCS competitions.

There are currently around 350 athletes across 10 sports on the High Performance Programme. Sports scholarships are, in the main, awarded to athletes who participate in these high performance sports. For more information see www.exeter.ac.uk/sport/studentsport/performancesport/",1159,1,0,0,"sport,high performance sport,university,university of exeter,exeter,Performance Sports sports"
High Performance Cricket,"The University of Exeter's High Performance Programme organises and manages specific focus Sports where the infrastructure is in place to produce outstanding results in BUCS competitions.

There are currently around 350 athletes across 10 sports on the High Performance Programme. Sports scholarships are, in the main, awarded to athletes who participate in these high performance sports. For more information see www.exeter.ac.uk/sport/studentsport/performancesport/",4686,2,1,0,"sport,high performance sport,university,university of exeter,exeter,Performance Sports sports"
High Performance Badminton,"The University of Exeter's High Performance Programme organises and manages specific focus Sports where the infrastructure is in place to produce outstanding results in BUCS competitions.

There are currently around 350 athletes across 10 sports on the High Performance Programme. Sports scholarships are, in the main, awarded to athletes who participate in these high performance sports. For more information see www.exeter.ac.uk/sport/studentsport/performancesport/",1574,3,0,0,"sport,high performance sport,university,university of exeter,exeter,Performance Sports sports,badminton england"
High Performance tennis,"The University of Exeter's High Performance Programme organises and manages specific focus Sports where the infrastructure is in place to produce outstanding results in BUCS competitions.

There are currently around 350 athletes across 10 sports on the High Performance Programme. Sports scholarships are, in the main, awarded to athletes who participate in these high performance sports. For more information see www.exeter.ac.uk/sport/studentsport/performancesport/",3753,4,0,0,"tennis,sport,high performance sport,university,university of exeter,exeter tennis centre,lawn tennis association,exeter,Performance Sports sports"
Undergraduate Sport and Health Sciences at the University of Exeter,"Find out why studying undergraduate Sport and Health Sciences at the University of Exeter is a fantastic choice.

LEARN MORE
http://www.exeter.ac.uk 
http://www.youtube.com/universityofexeter 
http://www.twitter.com/uniofexeter 
http://www.facebook.com/exeteruni",10677,14,0,0,"Sport,Science,University,Student,Educational"
Entrepreneurship at the University of Exeter,,738,0,0,0,"Entrepreneurship,University Of Exeter"
Professor Dragan Savic: My Research,,950,4,0,1,"emps,hestem,engineering,research,cws,dragan savic"
Professor Tim Naylor: What does 'research-led' mean to you?,,323,2,0,0,"emps,physics,undergraduate,hestem,astrophysics,tim naylor"
Professor Frances Wall: My Research,,450,4,1,0,"emps,csm,geology,hestem,research,frances wall,postgraduate"
Professor Peter Vukusic: My Research,,1517,17,0,0,"emps,research,hestem,physics,natural,photonics,peter vukusic"
Professor Chris Smith: What do you do to keep learning 'active'?,,80,0,0,0,"emps,undergraduate,postgraduate,hestem,engineering,functional,materials,chris smith"
Professor Peter Cox: What does 'research-led' mean to you?,,112,0,0,0,"emps,mathematics,climate,systems,hestem,peter cox,undergraduate,postgraduate"
Professor Peter Cox: What do you do to keep learning 'active'?,,412,0,0,0,"emps,hestem,peter cox,mathematics,climate,undergraduate"
Professor Mitchell Berger: My Research,,261,4,0,2,"emps,hestem,research,astrophysics,physics,mathematics,geometry,mitchell berger,postgraduate"
Dr Alastair Hibbins: My Research,,270,1,1,0,"emps,physics,research,hestem,electromagnetic,materials,alastair hibbins,postgraduate"
Dr Lars Johanning: What does 'research-led' mean to you?,,415,3,0,0,"emps,hestem,engineering,renewable energy,marine,lars johanning,undergraduate"
Professor Dragan Savic: Why choose Engineering?,,398,2,0,0,"emps,engineering,hydroinfomatics,undergraduate,hestem,dragan savic"
Professor Chris Smith: My Research,,215,2,0,0,"emps,chris smith,research,engineering,functional materials,aerospace,lightweight,hestem,postgraduate"
Dr Barrie Cooper: What do you do to keep learning 'active'?,,284,1,0,0,"emps,mathematics,undergraduate,maths,barrie cooper,hestem"
Professor Peter Vukusic: What does 'research-led' mean to you?,,208,1,0,0,"emps,physics,hestem,peter vukusic,undergraduate"
Dr Barrie Cooper: What does 'research-led' mean to you?,,147,0,0,0,"emps,hestem,mathematics,maths,undergraduate,barrie cooper"
Professor Peter Cox: What inspired me?,,210,0,0,0,"emps,mathematics,maths,undergraduate,hestem,peter cox"
Professor Peter Cox: Why choose Science?,,103,1,0,0,"emps,hestem,peter cox,science,mathematics,undergraduate"
Active learning,,61,0,0,0,"emps,hestem"
Research-led Teaching,,862,4,0,0,"emps,undergraduate,hestem"
Stepping Up from A-Levels to University,,794,7,0,0,"emps,undergraduate,hestem"
"A Student Perspective - Roger, Holly & James",,574,1,0,0,"emps,hestem,undergraduate,student"
Making choices,,154,0,0,0,"emps,hestem,undergraduate"
Changing Tides,"'Changing Tides' is a film that reflects input from members of the local communities, the National Trust and other organisations (Cornwall Council, Tamar Valley AONB, Tamar Estuaries Consultative Forum). Terrestrial laser scanning and LiDAR data were used to make a visually realistic and spatially accurate 3D model of the Cotehele Quay, a NT heritage site. Focus groups responded to iterations of the model, and content, to produce this 'digital story' about past, present and futures sea-level rise changes on the quay.

Amy Nettley is a PhD student based in Geography at the Cornwall Campus of the University of Exeter - www.exeter.ac.uk/geography",1458,9,1,0,"Changing,Tides,Educational"
University of Exeter Bike Fair,"Andrei Burton wowed the crowds with some death-defying bike stunts at the University of Exeter Sustainability Bike Fair. The professional mountain bike trials rider put on a fantastic show for students and staff at the event, which encouraged people to cycle to campus. The event also included bike stalls and cycling information plus Dr Bike was on hand to service bikes.",1539,9,1,0,"Bicycle,bike stunts,mountain bike stunts,bike fair,sustainability,University of exeter,students,Stunt,cycle,cycling,bike,Ride,Biking,Fitness,trial,Riding,Extreme,Outdoor Sports,Andrei burton,exeter,bike trials,mountain bike trials,Mountain Bike Trials,Trail,Jump"
Piazza Flash Mob at the University of Exeter,"Watch our Piazza flash mob at the University of Exeter. Students staged a flash mob in the midst of the monthly Farmers' Market. Friday 3 Feb 2012.

LEARN MORE
http://www.exeter.ac.uk 
http://www.youtube.com/universityofex... 
http://www.twitter.com/uniofexeter 
http://www.facebook.com/exeteruni",11771,73,4,10,"flash mob,university,students,exeter,Farmers' Market"
